customer_id,timestamp,age,gender,region,tenure_months,monthly_charges,total_charges,num_services,contract_type,payment_method,support_tickets,avg_call_minutes,has_online_backup,has_device_protection,has_tech_support,churn
56,2023-01-01 00:55:00,21,M,north,18,95.45,1752.55,4,month-to-month,electronic_check,3,213.9,0,0,0,1
57,2023-01-01 00:56:00,57,F,west,63,99.65,6311.2,5,one_year,credit_card,1,397.3,0,0,0,0
58,2023-01-01 00:57:00,29,M,south,66,108.45,7076.35,7,one_year,electronic_check,1,490.1,1,1,1,0
59,2023-01-01 00:58:00,72,F,west,34,24.95,894.3,1,two_year,credit_card,1,587.2,0,0,0,0
60,2023-01-01 00:59:00,67,F,east,72,107.5,7853.7,6,two_year,credit_card,2,274.4,0,1,1,0
61,2023-01-01 01:00:00,85,F,east,47,100.5,4707.1,5,month-to-month,electronic_check,0,400.9,0,1,0,0
62,2023-01-01 01:01:00,72,M,south,60,89.9,5450.7,4,month-to-month,bank_transfer,0,175.9,1,0,0,0
63,2023-01-01 01:02:00,44,M,south,72,42.1,2962.0,4,two_year,bank_transfer,2,52.5,1,1,0,0
64,2023-01-01 01:03:00,88,F,north,18,54.4,957.1,4,one_year,credit_card,0,151.8,0,1,1,0
65,2023-01-01 01:04:00,47,F,east,9,94.4,857.25,4,month-to-month,electronic_check,1,8.7,0,0,0,1
66,2023-01-01 01:05:00,41,F,south,3,75.3,244.1,6,month-to-month,electronic_check,1,305.7,1,0,1,0
67,2023-01-01 01:06:00,84,M,south,47,78.9,3650.35,3,one_year,electronic_check,1,223.9,1,0,0,0
68,2023-01-01 01:07:00,45,F,north,31,79.2,2497.2,7,two_year,mailed_check,1,407.0,1,1,1,0
69,2023-01-01 01:08:00,23,F,west,50,20.15,930.9,1,two_year,bank_transfer,2,369.2,0,0,0,0
70,2023-01-01 01:09:00,52,M,west,10,79.85,887.35,4,month-to-month,mailed_check,1,100.7,0,1,0,0
71,2023-01-01 01:10:00,76,M,south,1,49.05,49.05,3,month-to-month,mailed_check,2,404.3,0,0,1,0
72,2023-01-01 01:11:00,31,F,east,52,20.4,1090.65,1,one_year,electronic_check,3,112.4,0,0,0,0
73,2023-01-01 01:12:00,51,M,west,64,111.6,7099.0,7,two_year,bank_transfer,1,3.6,0,1,1,0
74,2023-01-01 01:13:00,27,M,east,62,24.25,1424.6,1,two_year,bank_transfer,2,582.1,0,0,0,0
75,2023-01-01 01:14:00,68,F,east,3,64.5,177.4,5,month-to-month,bank_transfer,1,16.2,0,0,1,0
76,2023-01-01 01:15:00,52,F,south,56,110.5,6139.5,7,one_year,electronic_check,0,205.0,1,1,0,0
77,2023-01-01 01:16:00,42,F,east,46,55.65,2688.85,3,one_year,credit_card,2,382.5,0,0,0,0
78,2023-01-01 01:17:00,34,F,east,8,54.65,482.25,4,month-to-month,mailed_check,3,222.2,1,0,0,0
79,2023-01-01 01:18:00,59,M,east,30,74.75,2111.3,6,month-to-month,electronic_check,2,228.7,1,0,0,0
80,2023-01-01 01:19:00,66,F,east,45,25.9,1216.6,1,one_year,credit_card,0,433.6,0,0,0,0
81,2023-01-01 01:20:00,86,F,east,1,79.35,79.35,3,month-to-month,electronic_check,0,361.3,0,0,0,1
82,2023-01-01 01:21:00,49,F,north,11,50.55,565.35,4,month-to-month,electronic_check,0,311.0,0,0,0,0
83,2023-01-01 01:22:00,29,F,west,7,75.15,496.9,3,month-to-month,bank_transfer,1,531.8,0,1,0,1
84,2023-01-01 01:23:00,78,F,west,42,103.8,4327.5,7,month-to-month,bank_transfer,1,64.9,1,1,1,0
85,2023-01-01 01:24:00,63,F,north,49,20.15,973.35,1,two_year,bank_transfer,0,281.9,0,0,0,0
86,2023-01-01 01:25:00,69,M,south,9,99.3,918.75,5,month-to-month,credit_card,1,143.4,1,0,0,0
87,2023-01-01 01:26:00,25,F,west,35,62.15,2215.45,4,one_year,bank_transfer,1,22.1,0,0,0,0
88,2023-01-01 01:27:00,40,F,south,48,20.65,1057.0,1,two_year,bank_transfer,0,587.4,0,0,0,0
89,2023-01-01 01:28:00,74,F,west,46,19.95,927.1,1,two_year,mailed_check,0,440.4,0,0,0,0
90,2023-01-01 01:29:00,78,M,west,29,33.75,1009.25,2,month-to-month,mailed_check,1,129.7,0,0,0,0
91,2023-01-01 01:30:00,49,M,west,30,82.05,2570.2,4,month-to-month,bank_transfer,1,241.5,1,1,0,0
92,2023-01-01 01:31:00,76,M,north,1,74.7,74.7,3,month-to-month,electronic_check,2,135.6,0,0,1,0
93,2023-01-01 01:32:00,79,M,south,66,84.0,5714.25,7,two_year,mailed_check,1,410.9,0,1,1,0
94,2023-01-01 01:33:00,46,F,east,65,111.05,7107.0,7,month-to-month,credit_card,2,210.3,1,1,0,0
95,2023-01-01 01:34:00,83,M,west,72,100.9,7459.05,6,two_year,bank_transfer,2,551.9,1,1,0,0
96,2023-01-01 01:35:00,39,F,north,12,78.95,927.35,3,month-to-month,electronic_check,2,124.5,0,0,0,1
97,2023-01-01 01:36:00,35,M,south,71,66.85,4748.7,5,one_year,credit_card,2,209.9,1,0,1,0
98,2023-01-01 01:37:00,67,M,north,5,21.05,113.85,1,month-to-month,mailed_check,1,559.1,0,0,0,1
99,2023-01-01 01:38:00,64,M,west,52,21.0,1107.2,1,two_year,bank_transfer,2,530.8,0,0,0,0
100,2023-01-01 01:39:00,28,F,west,25,98.5,2514.5,6,month-to-month,electronic_check,0,175.9,1,1,0,1
101,2023-01-01 01:40:00,78,M,north,1,20.2,20.2,1,month-to-month,mailed_check,3,289.8,0,0,0,0
102,2023-01-01 01:41:00,32,F,north,1,19.45,19.45,1,month-to-month,electronic_check,1,530.2,0,0,0,0
103,2023-01-01 01:42:00,76,M,south,38,95.0,3605.6,5,one_year,bank_transfer,1,402.4,0,1,1,0
104,2023-01-01 01:43:00,18,F,west,66,45.55,3027.25,4,one_year,bank_transfer,2,382.4,1,1,0,0
105,2023-01-01 01:44:00,76,M,south,68,110.0,7611.85,7,two_year,bank_transfer,1,396.3,1,1,1,1
106,2023-01-01 01:45:00,75,M,south,5,24.3,100.2,1,month-to-month,mailed_check,0,552.6,0,0,0,0
107,2023-01-01 01:46:00,74,F,south,72,104.15,7303.05,6,one_year,electronic_check,2,310.3,1,0,0,0
108,2023-01-01 01:47:00,66,F,east,32,30.15,927.65,2,one_year,mailed_check,2,109.1,0,0,0,0
109,2023-01-01 01:48:00,52,M,south,43,94.35,3921.3,4,one_year,mailed_check,1,283.6,0,0,0,0
110,2023-01-01 01:49:00,69,M,north,72,19.4,1363.25,1,two_year,credit_card,0,437.3,0,0,0,0
111,2023-01-01 01:50:00,38,M,west,55,96.75,5238.9,5,month-to-month,electronic_check,0,295.3,1,0,0,1
112,2023-01-01 01:51:00,74,F,south,52,57.95,3042.25,5,one_year,credit_card,3,188.0,0,1,1,0
113,2023-01-01 01:52:00,58,F,south,43,91.65,3954.1,5,month-to-month,electronic_check,1,399.8,1,1,0,0
114,2023-01-01 01:53:00,51,F,east,37,76.5,2868.15,2,month-to-month,electronic_check,1,270.1,0,0,0,1
115,2023-01-01 01:54:00,54,F,east,64,54.6,3423.5,5,two_year,electronic_check,1,577.7,1,0,1,0
116,2023-01-01 01:55:00,59,M,north,3,89.85,248.4,5,month-to-month,electronic_check,3,211.3,1,0,0,0
117,2023-01-01 01:56:00,20,F,north,36,31.05,1126.35,2,two_year,bank_transfer,2,430.5,0,0,0,0
118,2023-01-01 01:57:00,28,F,north,10,100.25,1064.65,5,month-to-month,electronic_check,2,333.0,0,0,0,1
119,2023-01-01 01:58:00,35,F,west,41,20.65,835.15,1,two_year,mailed_check,1,46.5,0,0,0,0
120,2023-01-01 01:59:00,26,M,east,27,85.2,2151.6,4,month-to-month,credit_card,0,281.9,1,0,1,0
121,2023-01-01 02:00:00,50,F,west,56,99.8,5515.45,5,one_year,credit_card,1,17.5,0,1,0,0
122,2023-01-01 02:01:00,66,F,east,6,20.7,112.75,1,month-to-month,mailed_check,1,473.9,0,0,0,0
123,2023-01-01 02:02:00,65,M,south,3,74.4,229.55,2,month-to-month,electronic_check,0,440.7,0,0,0,1
124,2023-01-01 02:03:00,52,F,east,7,50.7,350.35,3,month-to-month,mailed_check,1,30.3,0,0,0,0
125,2023-01-01 02:04:00,80,F,east,4,20.85,62.9,1,month-to-month,mailed_check,1,299.8,0,0,0,0
126,2023-01-01 02:05:00,59,M,south,33,88.95,3027.65,5,two_year,electronic_check,3,576.9,0,0,1,0
127,2023-01-01 02:06:00,23,F,west,27,78.05,2135.5,3,month-to-month,electronic_check,0,170.8,0,1,0,1
128,2023-01-01 02:07:00,73,M,west,72,23.55,1723.95,1,two_year,bank_transfer,0,542.6,0,0,0,0
129,2023-01-01 02:08:00,59,M,west,1,19.75,19.75,1,month-to-month,mailed_check,2,90.7,0,0,0,0
130,2023-01-01 02:09:00,64,M,west,71,56.45,3985.35,5,one_year,electronic_check,2,4.0,1,0,0,0
131,2023-01-01 02:10:00,59,F,south,13,85.95,1215.65,3,month-to-month,electronic_check,0,318.3,0,0,0,0
132,2023-01-01 02:11:00,58,F,north,25,58.6,1502.65,6,month-to-month,credit_card,1,143.5,1,1,0,1
133,2023-01-01 02:12:00,24,M,south,67,50.55,3260.1,3,two_year,bank_transfer,2,527.5,0,0,1,0
134,2023-01-01 02:13:00,58,M,east,1,35.45,35.45,2,month-to-month,electronic_check,2,404.4,0,0,0,1
135,2023-01-01 02:14:00,76,M,west,2,44.35,81.25,2,month-to-month,electronic_check,1,412.1,0,0,0,1
136,2023-01-01 02:15:00,40,F,south,43,25.7,1188.2,1,two_year,credit_card,2,404.0,0,0,0,0
137,2023-01-01 02:16:00,62,F,south,23,75.0,1778.5,3,month-to-month,bank_transfer,1,407.4,0,0,0,0
138,2023-01-01 02:17:00,20,F,south,64,20.2,1277.75,1,two_year,mailed_check,1,448.3,0,0,0,0
139,2023-01-01 02:18:00,43,M,west,57,19.6,1170.55,1,two_year,mailed_check,1,401.9,0,0,0,0
140,2023-01-01 02:19:00,49,F,north,1,70.45,70.45,2,month-to-month,mailed_check,0,500.6,0,0,0,1
141,2023-01-01 02:20:00,89,F,south,72,88.05,6425.65,8,two_year,credit_card,0,334.9,1,1,1,0
142,2023-01-01 02:21:00,33,F,north,8,71.15,563.65,5,month-to-month,electronic_check,0,210.4,0,0,1,1
143,2023-01-01 02:22:00,38,F,west,61,101.05,5971.25,5,two_year,bank_transfer,0,280.1,1,0,0,0
144,2023-01-01 02:23:00,47,M,south,64,84.3,5289.05,4,one_year,credit_card,2,264.1,1,0,0,0
145,2023-01-01 02:24:00,90,M,north,71,23.95,1756.2,1,two_year,bank_transfer,1,199.5,0,0,0,0
146,2023-01-01 02:25:00,80,F,south,65,99.05,6416.7,6,two_year,credit_card,0,249.3,1,0,1,0
147,2023-01-01 02:26:00,20,M,north,3,19.6,61.35,1,one_year,mailed_check,0,231.0,0,0,0,0
148,2023-01-01 02:27:00,35,M,south,1,45.65,45.65,2,month-to-month,electronic_check,2,66.7,0,0,0,1
149,2023-01-01 02:28:00,77,M,west,30,64.5,1929.95,5,one_year,credit_card,2,498.3,1,1,0,0
150,2023-01-01 02:29:00,22,M,east,15,69.5,1071.4,6,month-to-month,mailed_check,0,453.9,1,1,1,0
151,2023-01-01 02:30:00,80,F,west,8,68.55,564.35,5,month-to-month,electronic_check,0,202.5,0,0,1,0
152,2023-01-01 02:31:00,38,M,east,7,95.0,655.5,4,month-to-month,mailed_check,3,567.1,0,0,0,1
153,2023-01-01 02:32:00,84,F,west,70,108.15,7930.55,7,one_year,credit_card,3,569.6,1,1,0,0
154,2023-01-01 02:33:00,39,M,south,62,86.1,5215.25,8,two_year,electronic_check,0,514.0,1,1,1,0
155,2023-01-01 02:34:00,49,F,west,6,19.7,113.5,1,month-to-month,mailed_check,0,17.6,0,0,0,0
156,2023-01-01 02:35:00,66,F,north,14,80.9,1152.8,3,month-to-month,bank_transfer,2,222.7,0,0,0,0
157,2023-01-01 02:36:00,27,F,south,22,84.15,1821.95,3,month-to-month,bank_transfer,1,274.4,0,0,0,0
158,2023-01-01 02:37:00,58,M,east,22,20.15,419.9,1,one_year,mailed_check,1,431.2,0,0,0,0
159,2023-01-01 02:38:00,54,M,south,16,64.25,1024.0,5,two_year,mailed_check,0,380.9,0,1,0,0
160,2023-01-01 02:39:00,75,M,south,10,25.7,251.6,1,two_year,bank_transfer,2,407.0,0,0,0,0
161,2023-01-01 02:40:00,90,F,north,13,56.0,764.55,4,month-to-month,electronic_check,0,460.3,1,0,0,0
162,2023-01-01 02:41:00,66,F,north,20,82.4,1592.35,3,month-to-month,electronic_check,0,569.1,0,0,0,1
163,2023-01-01 02:42:00,47,F,east,2,69.7,135.2,2,month-to-month,electronic_check,0,330.9,0,0,0,0
164,2023-01-01 02:43:00,47,M,west,53,73.9,3958.25,6,two_year,bank_transfer,0,542.4,1,1,1,0
165,2023-01-01 02:44:00,48,F,north,11,20.6,233.9,1,one_year,mailed_check,0,488.9,0,0,0,0
166,2023-01-01 02:45:00,77,M,south,69,19.9,1363.45,1,two_year,mailed_check,3,202.8,0,0,0,0
167,2023-01-01 02:46:00,41,F,west,4,70.9,273.0,2,month-to-month,bank_transfer,2,488.2,0,0,0,1
168,2023-01-01 02:47:00,30,M,west,72,89.05,6254.45,8,two_year,bank_transfer,1,70.4,1,1,1,0
169,2023-01-01 02:48:00,42,M,north,58,45.3,2651.2,4,month-to-month,electronic_check,1,95.3,1,1,0,1
170,2023-01-01 02:49:00,19,F,east,16,20.4,321.4,1,month-to-month,electronic_check,1,595.4,0,0,0,0
171,2023-01-01 02:50:00,25,M,north,43,84.25,3539.25,5,one_year,bank_transfer,3,257.2,0,1,1,0
172,2023-01-01 02:51:00,24,F,north,2,104.4,242.8,6,month-to-month,electronic_check,2,276.4,0,1,1,1
173,2023-01-01 02:52:00,74,M,north,14,81.95,1181.75,7,two_year,mailed_check,3,570.6,1,1,1,0
174,2023-01-01 02:53:00,70,F,east,53,94.85,5000.2,5,one_year,bank_transfer,2,217.1,0,1,0,1
175,2023-01-01 02:54:00,68,F,north,32,20.55,654.55,1,one_year,bank_transfer,0,142.2,0,0,0,0
176,2023-01-01 02:55:00,51,F,south,34,24.7,780.2,1,month-to-month,electronic_check,0,46.7,0,0,0,0
177,2023-01-01 02:56:00,70,F,north,15,74.45,1145.7,2,month-to-month,mailed_check,0,313.6,0,0,0,1
178,2023-01-01 02:57:00,29,F,south,7,76.45,503.6,3,month-to-month,bank_transfer,2,119.8,0,0,0,1
179,2023-01-01 02:58:00,83,F,east,15,105.35,1559.25,6,month-to-month,bank_transfer,1,38.9,1,1,0,0
180,2023-01-01 02:59:00,54,M,south,61,20.55,1252.0,1,one_year,credit_card,3,487.8,0,0,0,0
181,2023-01-01 03:00:00,86,F,south,1,29.95,29.95,2,month-to-month,bank_transfer,1,197.2,1,0,0,1
182,2023-01-01 03:01:00,29,F,east,1,45.3,45.3,2,month-to-month,mailed_check,0,347.6,0,0,0,0
183,2023-01-01 03:02:00,54,M,east,8,84.5,662.65,3,month-to-month,bank_transfer,1,62.8,0,0,0,1
184,2023-01-01 03:03:00,68,M,north,33,74.75,2453.3,6,one_year,credit_card,1,303.3,0,1,0,0
185,2023-01-01 03:04:00,54,F,west,13,79.25,1111.65,4,month-to-month,electronic_check,4,379.1,1,1,0,1
186,2023-01-01 03:05:00,50,F,west,1,24.8,24.8,1,month-to-month,electronic_check,0,269.9,0,0,0,1
187,2023-01-01 03:06:00,30,M,east,20,51.8,1023.85,3,month-to-month,mailed_check,2,202.5,1,0,0,0
188,2023-01-01 03:07:00,45,M,east,3,30.4,82.15,2,month-to-month,electronic_check,1,186.6,0,0,1,0
189,2023-01-01 03:08:00,35,F,east,13,19.65,244.8,1,one_year,electronic_check,0,65.6,0,0,0,0
190,2023-01-01 03:09:00,40,F,south,40,56.6,2379.1,3,month-to-month,credit_card,1,69.4,1,0,0,0
191,2023-01-01 03:10:00,67,M,south,43,71.9,3173.35,5,one_year,credit_card,3,297.4,0,0,1,0
192,2023-01-01 03:11:00,64,M,south,6,91.0,531.0,5,month-to-month,electronic_check,1,83.3,1,1,0,1
193,2023-01-01 03:12:00,62,F,north,69,19.75,1375.4,1,two_year,bank_transfer,2,134.1,0,0,0,0
194,2023-01-01 03:13:00,44,F,west,72,109.7,8129.3,7,two_year,credit_card,0,98.9,1,1,0,0
195,2023-01-01 03:14:00,88,M,south,59,19.3,1192.7,1,two_year,credit_card,2,481.5,0,0,0,0
196,2023-01-01 03:15:00,24,F,south,20,96.55,1901.65,6,month-to-month,electronic_check,0,269.8,1,0,1,0
197,2023-01-01 03:16:00,43,M,west,24,24.1,587.4,1,two_year,bank_transfer,0,331.6,0,0,0,0
198,2023-01-01 03:17:00,26,M,east,59,111.35,6519.75,7,month-to-month,electronic_check,2,349.8,1,1,1,0
199,2023-01-01 03:18:00,42,M,east,72,112.25,8041.65,7,two_year,bank_transfer,1,237.8,1,1,1,0
200,2023-01-01 03:19:00,88,M,north,1,20.75,20.75,1,month-to-month,mailed_check,1,179.1,0,0,0,0
201,2023-01-01 03:20:00,44,F,south,27,101.9,2681.15,6,one_year,credit_card,1,229.5,0,0,1,0
202,2023-01-01 03:21:00,84,F,east,14,80.05,1112.3,4,month-to-month,credit_card,0,320.9,1,0,1,0
203,2023-01-01 03:22:00,54,M,south,71,105.55,7405.5,6,two_year,electronic_check,2,215.1,0,1,0,0
204,2023-01-01 03:23:00,69,M,north,13,78.3,1033.95,3,month-to-month,credit_card,3,82.0,0,0,0,0
205,2023-01-01 03:24:00,51,M,west,44,68.85,2958.95,2,month-to-month,credit_card,1,548.2,0,0,0,0
206,2023-01-01 03:25:00,37,F,south,33,79.95,2684.85,4,one_year,bank_transfer,0,439.4,1,0,1,0
207,2023-01-01 03:26:00,73,M,east,72,55.45,4179.2,6,two_year,credit_card,0,39.8,1,1,1,0
208,2023-01-01 03:27:00,88,M,south,1,79.9,79.9,3,month-to-month,electronic_check,0,543.4,0,0,0,1
209,2023-01-01 03:28:00,37,F,east,19,106.6,1934.45,7,month-to-month,electronic_check,3,102.3,0,1,1,1
210,2023-01-01 03:29:00,74,M,west,64,102.45,6654.1,7,one_year,credit_card,2,58.6,1,1,1,0
211,2023-01-01 03:30:00,37,M,west,2,46.0,84.5,2,month-to-month,credit_card,2,103.9,0,0,0,1
212,2023-01-01 03:31:00,70,F,north,1,25.25,25.25,1,month-to-month,electronic_check,2,559.8,0,0,0,0
213,2023-01-01 03:32:00,75,M,east,61,19.75,1124.2,1,two_year,mailed_check,1,132.8,0,0,0,0
214,2023-01-01 03:33:00,50,F,west,29,20.0,540.05,1,one_year,electronic_check,4,472.2,0,0,0,0
215,2023-01-01 03:34:00,71,M,east,23,86.8,1975.85,3,month-to-month,electronic_check,2,385.8,0,0,0,0
216,2023-01-01 03:35:00,37,F,north,57,58.75,3437.45,6,month-to-month,bank_transfer,2,310.9,1,1,0,0
217,2023-01-01 03:36:00,23,M,north,72,45.25,3139.8,5,two_year,credit_card,2,219.4,1,1,1,0
218,2023-01-01 03:37:00,25,M,north,66,56.6,3789.2,6,two_year,bank_transfer,0,55.8,1,1,1,0
219,2023-01-01 03:38:00,50,M,north,65,84.2,5324.5,7,two_year,bank_transfer,0,426.4,1,1,1,0
220,2023-01-01 03:39:00,83,F,west,8,80.0,624.6,3,month-to-month,bank_transfer,1,236.9,0,0,0,0
221,2023-01-01 03:40:00,27,F,west,4,70.15,268.35,2,month-to-month,electronic_check,0,321.0,0,0,0,1
222,2023-01-01 03:41:00,51,F,east,71,24.75,1836.9,1,two_year,bank_transfer,0,31.1,0,0,0,0
223,2023-01-01 03:42:00,69,M,east,1,20.2,20.2,1,one_year,electronic_check,0,465.6,0,0,0,0
224,2023-01-01 03:43:00,32,M,west,4,50.05,179.35,3,month-to-month,mailed_check,2,415.4,0,0,1,1
225,2023-01-01 03:44:00,70,F,south,12,19.35,219.35,1,one_year,bank_transfer,0,317.6,0,0,0,0
226,2023-01-01 03:45:00,40,M,south,24,50.6,1288.75,4,one_year,mailed_check,0,297.8,0,0,0,0
227,2023-01-01 03:46:00,77,F,east,31,81.15,2545.75,7,one_year,mailed_check,0,202.2,0,1,1,0
228,2023-01-01 03:47:00,60,F,south,1,55.2,55.2,3,month-to-month,mailed_check,1,205.4,0,0,0,1
229,2023-01-01 03:48:00,57,M,north,30,89.9,2723.15,4,month-to-month,credit_card,2,41.1,0,0,1,0
230,2023-01-01 03:49:00,30,F,east,47,85.3,4107.25,7,two_year,credit_card,1,412.0,1,0,1,0
231,2023-01-01 03:50:00,51,M,west,54,108.0,5760.65,7,two_year,credit_card,0,27.0,1,0,1,0
232,2023-01-01 03:51:00,80,M,north,50,93.5,4747.5,6,month-to-month,credit_card,2,0.9,1,0,1,0
233,2023-01-01 03:52:00,19,M,north,1,84.6,84.6,4,month-to-month,mailed_check,2,18.6,0,0,0,1
234,2023-01-01 03:53:00,73,F,south,72,20.25,1566.9,1,two_year,credit_card,1,122.1,0,0,0,0
235,2023-01-01 03:54:00,53,F,west,29,25.15,702.0,1,month-to-month,electronic_check,0,342.1,0,0,0,0
